pX_ptconecoreTrackPtrCorrection,p_d0,p_etcone20,pX_MultiLepton,p_sigmad0,p_TRTPID,p_numberOfInnermostPixelHits,p_ptPU30,p_deltaEta1,p_Rhad,p_Truth_isElectron
37134.19,0.0026,0.56,0,0.014,0.15,1,2.2e-23,0.027,0.27,0
18401.03,-0.0041,3.12,0,0.015,-0.034,1,3.1e-05,0.0043,0.34,0
33477.24,-0.019,0.76,0,0.019,0.012,1,4.1e-05,-0.006,0.013,0
29645.44,-0.0047,0.38,0,0.011,-0.27,1,1.2e-06,-0.031,0.02,0
20623.73,0.31,1.7,0,0.026,-0.079,0,0.0,-0.02,0.7,0
76133.35,-0.0049,0.23,0,0.01,-0.071,1,0.0,0.024,0.12,0
17434.26,-0.054,0.35,0,0.019,0.059,1,7e-07,-0.0048,0.023,0
26839.69,0.036,0.27,0,0.023,-0.28,1,0.00024,-0.066,0.12,0
14895.3,-0.015,0.029,1,0.022,0.7,1,3.6,0.00011,-0.01,1
30755.38,0.031,0.66,0,0.014,-0.07,1,6.9e-05,-0.013,0.52,0
49494.31,0.021,0.9,0,0.012,-0.26,1,0.0,-0.0026,0.088,0
57061.31,0.0091,1.77,0,0.027,-0.27,1,0.0,-0.0074,1.11,0
3836.63,0.012,1.72,0,0.036,0.013,1,0.0,0.054,0.051,0
27245.66,0.033,0.24,0,0.019,-0.14,1,1.6e-05,-0.0056,0.12,0
16435.56,0.02,1.1,0,0.021,-0.11,1,2.5e-05,-0.026,0.57,0
67860.81,-0.1,1.1,0,0.06,-0.17,1,0.0,-0.0079,0.24,0
35327.55,-0.028,1.81,0,0.011,-0.23,1,9e-06,0.031,0.85,0
35850.27,-0.0047,1.62,0,0.012,-0.061,1,1.9e-06,0.045,0.17,0
0.0,-0.023,0.26,0,0.053,0.11,1,9.5e-06,0.12,0.035,0
20335.19,0.018,1.42,0,0.037,-0.012,1,0.0,0.0093,0.2,0
0.0,-0.008,0.71,0,0.038,0.047,1,0.0,-0.046,0.044,0
11842.03,-0.037,0.048,1,0.028,0.29,1,0.15,0.00018,0.0038,1
34680.94,0.0058,0.77,0,0.022,-0.1,1,7.6e-05,0.042,0.24,0
42914.85,-0.054,0.89,0,0.027,0.073,1,0.0,-0.0044,0.3,0
11532.05,0.031,0.4,0,0.022,0.0045,1,3.6e-05,-0.065,0.099,0
5737.63,0.023,1.0,0,0.11,-0.014,1,0.00051,0.019,-0.0081,0
29304.47,-0.0083,0.11,1,0.012,0.8,1,0.64,0.00066,-0.005,1
9228.26,-0.026,0.85,0,0.048,0.0,1,0.0,0.077,0.058,0
3928.98,-0.0063,0.19,1,0.039,-0.13,1,0.9,-0.0027,0.0053,1
47484.48,-0.0026,0.39,0,0.012,0.011,1,3.6e-05,-0.025,0.032,0
31864.6,0.0038,-0.098,1,0.01,0.25,1,1.34,0.00071,-0.003,1
8998.09,0.0089,1.75,0,0.025,-0.067,1,2.8e-05,0.02,0.18,0
33175.32,0.0098,1.22,0,0.014,0.063,1,0.0,0.011,0.59,0
17434.29,-0.016,0.083,1,0.017,-0.11,1,0.61,-0.00083,0.0029,1
24853.67,0.01,1.54,0,0.016,0.082,1,9.4e-06,-0.072,0.28,0
7269.16,-0.03,0.43,0,0.04,-0.11,1,0.00014,0.0029,0.0076,0
28496.31,-0.012,1.59,0,0.028,0.35,1,4.3e-05,-0.017,0.8,0
14846.83,0.0054,0.041,1,0.021,0.0,1,0.0,0.00068,-0.021,1
24171.17,-0.014,0.019,1,0.01,0.038,1,1.05,0.00016,0.00022,1
8129.29,0.12,0.97,0,0.13,-0.16,1,0.00034,-0.02,0.081,0
62823.03,-0.28,0.78,0,0.012,-0.021,1,0.0,0.0014,0.2,0
45644.18,0.0021,1.17,0,0.029,0.33,1,0.0011,-0.0011,0.2,1
47873.6,0.012,0.74,0,0.016,-0.25,1,5.3e-06,0.0074,0.17,0
64200.07,0.0043,0.69,0,0.011,-0.097,1,2.3e-06,-0.023,0.089,0
85211.02,-0.0015,1.35,0,0.011,0.17,1,0.0,-0.015,1.17,0
50478.34,0.015,0.42,0,0.018,-0.21,1,0.0,-0.03,0.14,0
15711.66,-0.014,1.08,0,0.019,0.37,1,6.9e-06,-0.0066,0.038,0
0.0,0.089,-0.13,0,0.055,-0.08,1,0.00015,0.047,0.016,0
41327.71,0.0012,0.013,1,0.0098,0.25,1,0.0,-0.00082,0.0077,1
25509.37,-0.01,0.73,0,0.012,-0.011,1,1.2e-05,0.0086,0.48,0
49028.89,0.038,0.35,0,0.014,0.1,1,0.0,0.0065,0.22,0
51104.74,0.016,1.34,0,0.015,0.095,1,0.0,-0.026,0.83,0
39104.53,-0.00077,-0.011,1,0.014,0.3,1,0.051,-0.003,-0.0069,1
12440.9,0.032,0.57,0,0.022,-0.0064,1,1.8e-05,0.089,0.033,0
7711.89,-0.014,0.73,0,0.023,-0.17,1,0.0,-0.077,0.07,0
15604.77,-0.13,3.01,0,0.023,-0.057,1,4.4e-06,0.021,0.28,0
0.0,-0.023,0.66,0,0.025,-0.17,2,1.8e-05,-0.043,0.045,0
22267.99,-0.12,1.87,0,0.065,-0.027,0,0.0,0.028,0.38,0
20442.46,-0.031,1.75,0,0.033,-0.1,1,0.0,0.00015,1.06,0
0.0,0.035,0.21,0,0.03,-0.063,1,5.6e-05,-0.0096,0.067,0
37099.57,-0.0076,0.061,1,0.011,-0.066,1,0.0,-0.00011,0.013,1
29957.72,0.001,0.98,0,0.012,-0.071,1,1.8e-06,0.00067,0.52,0
45187.99,0.024,0.059,1,0.014,-0.13,1,0.0,0.0012,0.0032,1
12349.87,-6.65,1.19,0,0.79,0.0,0,6.1e-22,-0.096,0.092,0
20378.9,0.019,0.82,0,0.017,-0.0043,1,3.5e-06,-0.044,0.4,0
10134.66,-0.0028,0.42,0,0.016,0.0057,1,2.1e-05,0.012,0.22,0
0.0,-6.86,0.16,0,0.38,0.0,0,0.0,-0.1,0.013,0
26992.2,-0.0029,0.66,0,0.012,-0.18,1,0.0,0.015,0.41,0
24718.85,0.043,0.039,0,0.017,0.084,1,0.021,0.0053,0.019,1
72581.61,-0.019,1.63,0,0.017,0.0,2,0.0,-0.04,1.14,0
0.0,-0.58,0.69,0,0.29,0.0,0,0.0,-0.018,0.34,0
0.0,0.012,0.34,0,0.02,0.11,1,4.8e-06,-0.0089,0.031,0
36980.13,0.004,0.046,1,0.017,0.29,1,0.0,9.6e-05,0.0046,1
49833.68,-0.0054,0.014,1,0.01,0.2,1,0.22,0.00035,-0.034,1
41943.27,-0.02,0.78,0,0.083,0.1,1,0.0,0.043,0.054,0
34905.22,-0.0038,0.064,1,0.01,0.23,1,0.0,0.00024,0.018,1
58342.79,-0.0046,0.55,0,0.011,-0.12,1,0.0,0.013,0.29,0
112565.37,-0.031,1.94,0,0.015,0.0,1,9.2e-07,-0.041,0.69,0
43461.44,-0.072,1.19,0,0.031,0.23,1,6.1e-05,-0.0035,0.5,1
21031.52,0.013,0.84,0,0.015,-0.22,1,0.0,-0.016,-0.0054,0
34813.99,-0.013,0.064,1,0.011,0.68,1,0.0,0.00075,-0.0012,1
45742.65,0.021,0.58,0,0.013,-0.07,1,0.0,-0.00091,0.21,0
55530.48,-0.021,0.12,1,0.013,-0.11,1,0.0,-0.001,0.013,1
41713.17,-0.047,1.79,0,0.014,0.0,1,1.7e-05,-0.00095,1.44,0
33364.73,0.029,3.29,0,0.013,-0.057,1,1.1e-05,0.0075,2.46,0
17260.79,0.023,0.022,1,0.017,0.21,1,0.0,0.00039,-0.0034,1
31604.7,0.016,0.78,0,0.014,0.005,1,1.6e-05,0.05,-0.0081,0
39722.96,-0.0005,0.51,0,0.016,0.3,1,2.3e-05,0.041,0.22,0
39641.52,-0.01,0.11,1,0.012,0.096,1,0.018,8.4e-05,0.017,1
36804.25,-0.017,0.71,0,0.016,-0.048,1,0.0,-0.0048,0.34,0
23382.72,-0.0084,2.0,0,0.017,0.0,1,0.0,-0.0096,0.89,0
12222.68,0.007,2.82,0,0.029,0.0065,1,0.0001,-0.043,0.27,0
10020.5,0.11,-0.039,1,0.045,0.014,1,0.1,0.00031,0.0066,1
14703.29,0.015,0.48,0,0.017,-0.017,2,0.0,0.033,0.068,0
28048.94,0.00044,0.47,0,0.015,0.19,1,0.0,0.046,0.29,0
24575.91,-0.0062,0.79,0,0.019,0.019,1,0.0,0.083,0.35,0
35095.98,0.05,0.52,0,0.016,0.0,1,0.0,0.018,0.25,0
50160.04,-0.011,0.073,1,0.011,0.12,1,0.065,-0.00098,0.016,1
48470.97,-0.0087,1.32,0,0.017,-0.083,1,0.063,-0.037,0.66,0
28091.8,0.038,2.02,0,0.023,0.0,2,4.5e-05,-0.031,0.9,0
25706.46,-0.0037,0.17,1,0.014,0.24,1,0.12,-0.00017,-0.001,1
46282.93,0.032,-0.00047,1,0.0088,0.095,1,0.043,0.00029,-0.00018,1
90283.89,0.028,1.42,0,0.026,0.076,0,1.1e-05,0.00056,0.7,0
5517.03,-0.075,0.77,0,0.049,1.06,0,0.0,0.055,-0.0017,1
8490.44,0.02,0.58,0,0.032,0.0,1,1.7e-05,0.031,0.081,0
0.0,12.78,0.68,0,0.18,-0.02,0,5.4e-37,0.022,0.16,0
39524.43,0.024,-0.017,1,0.014,0.0,1,0.017,-0.0032,-0.00043,1
13580.44,-0.0019,0.71,0,0.012,-0.11,1,0.0,-0.021,0.079,0
35159.72,0.012,0.5,0,0.0087,0.63,2,0.0,0.045,0.15,0
0.0,2.08,0.95,0,0.18,-0.025,0,0.0,0.003,0.12,1
26993.82,-0.4,2.27,0,0.087,0.0,1,1.8e-12,0.016,1.35,0
44204.11,-0.0069,1.18,0,0.02,-0.21,1,5.7e-06,0.00098,0.41,0
39187.19,-0.019,1.28,0,0.013,0.0,1,3.1e-06,0.011,0.47,0
34187.94,0.016,0.012,1,0.0094,-0.14,1,0.074,-0.00058,-0.0023,1
12849.6,0.094,0.69,0,0.065,-0.14,1,9.7e-05,0.11,0.063,0
41073.61,-0.015,4.43,0,0.016,0.14,1,0.00019,-0.011,2.33,0
30362.25,0.066,0.52,0,0.13,0.0,0,1.1e-12,0.0012,0.2,1
9144.45,-6.33,3.09,0,0.11,-0.23,0,4.8e-15,0.12,0.97,0
26047.57,-0.01,0.87,0,0.017,0.14,1,0.0,-0.034,0.17,0
0.0,0.029,0.49,1,0.017,-0.022,1,0.0,0.0024,0.018,0
25014.4,-0.0074,0.34,0,0.014,-0.19,1,0.0,0.0039,0.17,0
24832.33,0.0066,0.076,1,0.018,-0.21,1,0.075,0.0002,-0.00021,1
34416.97,0.12,0.2,0,0.45,0.0,0,0.0,0.0034,0.027,1
28555.79,-0.018,0.028,1,0.017,0.76,1,0.16,-0.0024,0.0014,1
126288.77,0.0086,1.17,0,0.016,-0.02,1,0.0,-0.047,0.86,0
9002.25,-0.13,2.56,0,0.081,-0.088,1,0.00097,0.012,0.16,0
32576.25,0.026,1.22,0,0.014,-0.098,1,1.5e-05,0.029,0.52,0
32152.14,-0.0087,1.68,0,0.013,-0.087,1,0.0,-0.0054,1.05,0
26273.3,-0.018,-0.023,1,0.014,0.66,1,0.0,-0.00089,0.026,1
43001.84,-0.014,0.022,1,0.0082,0.23,1,0.0,-0.0008,-0.0022,1
44316.36,0.04,1.67,0,0.012,0.075,1,0.0,-0.0019,1.4,0
13704.11,-2.51,0.87,0,0.19,-0.033,0,3.4e-30,-0.071,0.22,0
5165.75,0.035,1.16,0,0.024,0.00079,1,3e-05,0.042,0.47,0
56377.2,-7e-05,1.85,0,0.014,-0.17,1,0.0,0.0046,0.74,0
40819.75,0.0051,0.075,1,0.011,0.2,1,0.25,0.00074,-0.00033,1
40167.33,-0.004,1.89,0,0.0085,-0.12,2,0.0,0.037,1.11,0
7913.25,-0.002,1.34,0,0.024,-0.092,1,0.0,-0.014,0.087,0
1139.74,-0.063,0.32,0,0.14,0.0,1,7.5e-05,0.025,0.069,0
42406.14,-0.0028,1.32,0,0.02,0.0,1,4.4e-14,-0.027,0.36,0
40367.67,-0.006,0.41,0,0.013,0.11,2,9e-06,-4.2e-05,0.012,0
4120.95,-0.6,0.94,0,0.024,-0.086,1,3.5e-13,-0.077,0.25,0
32280.21,0.021,1.64,0,0.015,-0.0042,1,0.0,-0.032,0.74,0
61152.1,-0.00084,1.12,0,0.016,0.13,1,0.0,0.039,0.62,0
66795.52,0.22,0.37,0,0.24,0.0,0,0.0,-0.0086,0.1,1
42797.12,-0.018,0.078,1,0.02,-0.025,0,0.96,0.0013,-0.014,1
7603.46,-0.1,3.05,0,0.1,-0.21,1,0.015,-0.075,1.73,0
44701.96,-0.019,0.85,0,0.014,0.088,1,3.4e-05,0.0033,0.33,0
16565.85,-0.031,0.03,1,0.035,0.0,1,1.9e-05,-0.0035,-0.0068,0
13553.61,-0.95,0.87,0,0.014,-0.13,1,4.1e-13,0.0065,0.083,0
21592.49,0.024,0.81,0,0.013,-0.07,1,1.2e-05,-0.039,0.41,0
7904.48,-0.046,1.02,0,0.022,0.13,1,0.00027,0.0015,0.18,1
20067.05,-0.021,0.18,0,0.018,0.3,1,0.0,0.01,0.029,1
17403.8,0.015,3.19,0,0.021,0.1,1,0.0001,-0.013,0.07,0
0.0,-8.01,-0.33,0,0.27,0.042,0,0.0,0.055,-0.019,0
3376.6,0.063,3.03,0,0.047,-0.095,1,0.0,0.01,0.86,0
28311.62,-0.12,0.23,0,0.069,0.0,0,7.6e-13,-0.067,0.19,1
25436.49,0.031,2.03,0,0.022,0.078,1,1.2e-05,-0.012,0.64,0
59048.92,-0.08,0.6,0,0.085,0.0,0,3.1e-15,-0.0033,0.41,1
69470.16,-0.029,1.14,0,0.043,-0.23,2,0.0,-0.0035,0.47,0
26260.85,0.026,2.14,0,0.017,0.02,1,0.0,-0.038,0.058,0
47028.5,-0.014,0.56,0,0.015,-0.014,1,3.7e-06,-0.028,0.16,0
3491.14,-9.7,0.15,0,0.23,-0.038,0,4.9e-13,-0.03,0.0069,0
20380.51,-0.0016,0.31,0,0.012,0.14,1,0.0,0.01,0.2,0
25147.0,-0.0057,0.021,1,0.012,0.1,1,0.0,9.1e-05,-0.00091,1
32382.35,0.013,0.26,0,0.011,0.14,1,0.0,-0.045,0.081,0
0.0,0.0069,-0.12,0,0.012,-0.18,1,0.0,0.00057,0.046,0
17389.26,-0.0078,1.06,0,0.032,0.16,1,0.00065,-0.014,0.079,0
39761.17,0.023,1.57,0,0.016,-0.17,1,2.4e-05,-0.0092,1.06,0
0.0,-0.096,0.4,0,0.05,0.019,1,0.0016,0.036,-0.029,0
52602.87,0.0018,1.53,0,0.0082,-0.17,2,1e-05,-0.00034,0.67,0
3180.31,0.033,0.86,0,0.033,-0.32,2,0.0,0.011,0.43,0
30811.65,1.63,0.46,0,0.28,0.23,0,7.5e-13,0.038,0.069,1
7687.22,0.058,0.097,1,0.05,0.0,1,0.0,0.0013,-0.0068,1
45711.89,0.021,-0.001,1,0.0078,0.57,1,0.87,-0.0003,0.0032,1
22387.03,0.013,2.46,0,0.012,-0.17,1,0.0,-0.038,0.0048,0
14464.97,-0.0029,0.77,0,0.015,-0.055,1,5.6e-05,-0.085,0.055,0
47796.75,0.00024,0.53,0,0.011,-0.022,1,0.0,-0.0036,0.54,0
29457.05,0.032,0.023,1,0.012,0.051,2,0.0,-0.00014,-0.0015,1
15712.69,-0.011,1.02,0,0.018,0.12,2,0.0,-0.0085,0.028,0
50005.69,-3.75,0.75,0,0.17,-0.025,1,7.3e-12,0.087,0.32,0
26221.85,-0.0011,1.1,0,0.025,-0.06,2,0.0,-0.014,0.21,0
75078.27,0.018,1.44,0,0.017,-0.16,2,0.0,-0.064,0.68,0
30181.45,0.0091,0.043,1,0.018,0.43,1,0.0,0.0017,-0.0025,1
19626.67,0.17,1.03,0,0.11,0.0,0,0.00074,-0.002,0.35,1
9686.61,-1.05,1.19,0,0.4,0.14,1,0.0029,0.054,0.49,0
0.0,0.12,0.29,0,0.11,-0.033,1,0.0,-0.063,-0.018,0
4819.97,-0.034,1.89,0,0.035,-0.016,1,0.00039,-0.046,0.45,0
54411.14,0.02,0.78,0,0.011,-0.24,1,0.0,0.0044,0.48,0
98612.41,-0.015,1.51,0,0.013,0.076,1,0.0,0.046,1.74,0
7906.51,0.039,0.26,0,0.032,0.0,1,4.5e-06,-0.068,0.023,0
32024.46,-0.038,0.66,0,0.012,0.078,1,5.3e-05,-0.039,0.11,0
37914.21,0.01,-0.47,0,0.012,0.65,1,0.0,0.0048,-0.0022,1
49677.77,0.0011,0.52,0,0.024,0.0048,1,0.00014,-0.035,0.18,0
28858.11,0.058,0.72,0,0.035,-0.095,1,2.9e-05,0.036,0.34,0
109654.64,0.01,1.37,0,0.008,0.18,1,1.4e-06,-0.0012,1.19,0
16910.5,0.034,0.37,0,0.024,-0.071,1,4.4e-05,0.049,0.064,0
23643.38,6.13,0.13,0,0.29,-0.052,0,2.5e-15,-0.018,0.013,1
17298.48,-0.34,0.2,0,0.041,-0.12,2,1.1e-13,0.02,0.046,0
66462.23,0.0072,3.54,0,0.023,-0.067,1,0.0,-0.018,2.97,0
14397.42,-0.13,0.61,0,0.036,0.042,1,0.0,0.052,0.15,0
23226.35,0.026,0.3,0,0.02,0.083,1,5.7e-06,-0.032,0.035,0
57003.88,-0.21,0.69,0,0.016,-0.14,2,0.0,5.2e-06,0.051,0
5007.72,18.62,0.1,0,0.68,-0.068,0,0.0,-0.017,-0.0085,0
24162.79,0.00015,-0.0056,1,0.011,0.3,1,0.43,-0.00096,0.026,1
32642.13,-0.0026,0.088,1,0.011,0.27,1,0.0,-0.00012,-0.0012,1
31742.6,0.0076,0.38,0,0.017,0.036,1,0.0,0.016,0.13,0
0.0,0.2,0.076,0,0.14,0.076,0,0.0,0.028,0.0066,0
21768.74,-0.05,1.42,0,0.032,-0.24,1,0.00013,-0.014,0.37,0
22145.92,0.052,0.42,0,0.035,-0.0095,1,4.1e-05,0.00017,0.073,1
41281.36,-0.36,1.55,0,0.014,0.08,1,5.6e-14,0.052,0.36,0
24500.52,-0.011,1.2,0,0.012,0.32,1,0.0,0.076,0.041,0
0.0,-0.16,0.22,0,0.13,0.066,1,0.0,-0.049,-0.0039,0
4765.48,0.057,0.64,0,0.042,-0.079,1,0.0,-0.0019,0.094,0
14512.47,-0.0034,1.07,0,0.017,-0.16,1,0.0,0.00043,0.22,0
7572.25,0.0062,1.28,0,0.033,-0.1,2,3.7e-05,0.037,0.49,0
55564.88,-0.22,0.5,0,0.049,0.0,1,9.9e-05,-0.056,0.17,1
43436.96,-0.062,1.25,0,0.036,0.026,1,0.00036,-0.0016,0.71,0
21658.02,0.014,0.014,1,0.017,0.9,1,0.0,0.0015,-0.0033,1
28811.96,0.037,1.05,0,0.027,-0.15,1,0.0,0.0019,0.48,0
0.0,0.064,0.49,0,0.047,0.016,1,0.0,-0.097,0.17,0
37688.49,-0.027,1.05,0,0.02,-0.23,1,6.8e-05,0.021,0.0085,0
0.0,7.52,0.23,0,0.066,0.0,1,0.0,0.03,0.00083,0
36294.25,0.032,1.65,0,0.037,-0.055,0,0.0,-0.015,1.32,0
19229.6,0.03,1.23,0,0.024,0.077,1,6.9e-05,-0.11,0.39,0
29907.45,-0.0094,0.34,0,0.018,-0.018,1,0.0,-0.026,0.45,0
49275.83,0.022,0.0034,1,0.011,0.15,1,1.34,9.9e-06,0.0031,1
35789.72,0.0059,1.1,0,0.014,0.013,2,2.8e-05,0.0046,0.31,0
64763.27,0.017,0.77,0,0.019,0.0,1,0.0,-0.049,0.4,0
16247.21,0.0016,1.54,0,0.019,-0.15,1,5e-05,-0.0061,0.41,0
45596.66,0.015,1.33,0,0.014,-0.086,1,5.7e-05,-0.0017,0.16,0
9406.38,0.04,1.74,0,0.017,-0.056,1,0.0,0.011,0.37,0
25292.14,-0.00043,0.9,0,0.019,-0.051,1,1.4e-05,-0.0017,0.069,0
17533.78,0.005,0.11,1,0.024,0.54,1,0.0,-0.0013,0.0012,1
56338.83,-0.01,0.79,0,0.015,0.0,1,1.9e-05,-0.015,0.4,0
30329.82,-0.016,0.23,0,0.012,0.0053,1,1.9e-05,0.026,0.038,0
46628.18,0.014,2.75,0,0.032,0.0,1,0.00063,-0.036,0.31,0
2393.02,-0.082,0.44,0,0.065,-0.093,1,3.8e-05,0.054,0.056,0
37210.89,0.0012,1.98,0,0.012,-0.031,1,0.0,0.0014,0.94,0
38979.32,-0.0023,0.13,0,0.02,0.0,1,5.4e-05,0.026,0.05,0
26248.39,0.021,1.14,0,0.017,-0.28,1,5.5e-05,0.023,0.55,0
6894.08,-0.34,0.15,0,0.12,0.25,0,1.3e-12,-0.00033,-0.1,1
42412.13,-0.0048,0.035,1,0.012,0.29,1,0.19,3.2e-05,-0.0071,1
69000.44,0.035,1.03,0,0.012,-0.34,1,0.0,-0.003,0.47,0
26265.04,-0.025,0.95,0,0.014,0.075,2,0.0,-0.012,0.35,0
61882.18,0.028,0.28,0,0.012,0.08,1,6.8e-06,-0.00098,0.075,0
32409.04,-0.07,0.17,0,0.047,-0.22,1,0.00011,-0.052,0.02,0
50873.98,0.021,0.55,0,0.017,-0.11,1,0.0,-0.033,0.051,0
21836.29,0.031,0.029,1,0.013,0.16,1,0.49,0.00017,0.0021,1
48686.07,0.013,1.59,0,0.019,-0.066,1,0.0,0.035,0.44,0
27477.81,-0.03,1.15,0,0.019,0.026,1,0.0,-0.018,1.16,0
40163.58,0.0025,2.85,0,0.018,0.0,1,0.0,0.0087,1.51,0
13838.17,-0.09,1.7,0,0.015,-0.052,1,0.0,0.038,0.34,0
11379.97,-0.046,0.66,0,0.038,-0.031,1,0.024,-0.013,0.12,0
28608.01,0.00028,0.93,0,0.014,0.11,1,7.8e-05,-0.012,0.19,0
34729.52,0.017,-0.012,0,0.017,0.0,1,3.6e-05,-0.1,0.017,0
25217.1,0.016,0.57,0,0.011,-0.062,1,0.0,-0.0056,0.0097,0
3127.02,-0.28,0.13,1,0.1,0.016,1,0.4,-0.0053,0.018,1
16468.64,-0.02,1.55,0,0.02,0.24,1,0.0,0.0042,0.035,0
61605.01,0.0075,0.01,0,0.018,0.42,0,0.0,-0.00065,-0.0048,1
166526.7,0.071,0.52,0,0.013,-0.22,1,1.8e-05,0.033,0.45,0
23105.19,-0.045,0.093,1,0.028,0.0,1,0.033,-3.7e-05,0.021,1
21804.32,-0.051,0.43,0,0.019,-0.25,1,3e-05,0.0094,0.096,0
11652.77,0.011,0.75,0,0.015,-0.085,1,0.0,-0.024,0.17,0
101927.79,-0.0025,0.81,0,0.011,-0.31,1,1.1e-06,0.035,0.66,0
6723.85,0.00059,1.51,0,0.018,-0.078,1,0.0,0.052,0.28,0
6876.77,0.14,0.29,0,0.076,-0.16,0,1.1e-13,-0.0058,-0.0063,1
33776.9,0.00095,0.54,0,0.024,0.049,1,0.00012,0.031,0.03,0
22730.39,0.0011,2.38,0,0.028,-0.062,1,0.00081,-0.00014,1.09,0
38869.14,-0.0048,1.75,0,0.022,0.019,1,8.6e-06,-0.023,0.36,0
0.0,-0.86,0.0062,0,0.19,0.47,0,4.3e-15,0.0023,0.0086,1
0.0,-6.87,0.19,0,1.34,0.015,0,1.9e-12,-0.04,0.0055,0
7391.42,0.0087,0.54,0,0.021,-0.044,1,0.0,0.02,0.042,0
38916.46,-0.015,2.09,0,0.016,0.0,1,2.2e-05,-0.047,0.77,0
52225.35,0.01,3.43,0,0.016,-0.17,1,0.0,-0.056,2.53,0
38684.91,0.3,2.05,0,0.16,0.37,0,0.0,-0.059,1.41,1
54588.57,-0.01,0.7,0,0.016,0.99,1,0.0,0.0039,0.37,0
35132.09,0.13,0.55,0,0.029,0.0,1,0.0,-0.0039,0.27,0
24314.28,-0.038,1.06,0,0.025,-0.12,1,0.0,0.0066,0.33,0
53664.07,0.031,0.76,0,0.021,0.0,1,1.5e-05,0.024,0.35,0
35890.41,0.034,0.11,1,0.012,0.23,1,1.73,0.00094,-0.0051,1
40104.98,-0.26,0.79,0,0.013,-0.049,2,6.2e-22,0.0015,0.098,0
5307.97,0.046,0.94,0,0.066,-0.17,1,0.0,-0.0093,0.11,0
10215.8,-0.032,1.99,0,0.042,-0.22,1,3.4e-05,0.013,1.41,0
37478.9,-0.00038,0.018,1,0.0094,0.12,1,1.16,0.00095,0.0029,1
12294.98,0.1,0.11,0,0.086,0.074,0,1.2e-12,-0.00072,-0.031,1
2945.07,-0.03,0.63,0,0.056,0.0,1,5e-06,-0.013,0.44,0
35382.28,-0.012,0.22,0,0.013,-0.28,1,3.4e-05,0.003,0.084,0
43082.63,-0.023,0.022,1,0.014,0.53,1,1.35,-0.00013,-0.0089,1
65900.42,0.0095,2.09,0,0.016,-0.02,1,5.7e-05,0.016,1.4,0
30778.58,-0.11,1.15,0,0.011,0.027,1,0.0,0.038,0.78,0
12294.28,0.03,0.21,0,0.033,0.44,1,5.04,-0.0012,0.032,1
15126.45,0.038,0.95,0,0.034,-0.2,1,0.0,-0.024,0.41,0
14122.89,-0.004,1.13,0,0.015,-0.097,1,4.2e-06,-0.011,0.46,0
30340.31,-0.031,0.087,1,0.014,0.15,1,0.39,-0.00051,0.0015,1
23313.05,-0.025,0.18,1,0.017,0.13,1,0.24,0.0017,-0.0035,1
24093.8,0.055,0.011,1,0.018,0.094,1,0.0,0.00075,-0.0049,1
52820.63,0.02,1.2,0,0.012,-0.011,2,0.0,0.017,0.78,0
3104.53,-0.026,0.3,0,0.064,0.0,1,0.0,0.084,0.02,0
13623.95,-0.006,2.52,0,0.028,0.16,1,0.0,-0.011,0.051,0
22325.78,-0.025,-0.071,1,0.011,0.18,1,0.0,0.00018,0.0032,1
112130.13,0.019,1.07,0,0.0093,0.1,1,0.0,0.0056,0.94,0
50244.95,-0.016,0.4,0,0.014,0.014,1,0.0,0.018,0.18,0
9058.6,0.058,0.17,0,0.023,0.038,0,0.0,-0.011,0.17,0
60661.45,0.0062,1.07,0,0.013,-0.11,2,0.0,0.0029,0.33,0
33915.32,-0.0031,0.44,0,0.013,-0.085,1,1.7e-05,-0.04,0.097,0
50790.45,0.013,0.89,0,0.014,0.037,1,0.0,-0.037,0.21,0
6228.35,4.31,0.56,0,0.11,0.17,1,0.0,9.3e-06,0.06,1
48370.48,0.0059,0.031,1,0.01,0.21,1,0.047,-0.00062,-0.003,1
9912.91,0.00067,0.86,0,0.02,-0.11,1,4.7e-05,0.0095,0.2,0
16694.55,0.042,1.71,0,1.27,0.00073,0,0.0,0.062,0.6,0
2855.13,7.7,0.33,0,0.24,0.027,0,0.0,-0.026,0.048,0
70487.28,0.0022,1.94,0,0.012,0.0072,1,0.0,-0.059,1.07,0
37296.37,0.029,1.92,0,0.019,0.092,1,2.1e-05,-0.017,0.45,0
96399.02,0.056,0.67,0,0.019,0.12,1,7.3e-06,0.011,0.26,0
28955.27,-0.0093,0.41,0,0.012,-0.1,1,1.9e-06,-0.038,0.3,0
38791.37,0.016,-0.02,1,0.014,-0.033,1,0.33,-0.00063,0.0031,1
44993.1,0.0089,0.0095,1,0.017,0.059,2,0.15,0.00033,0.022,1
40480.59,0.046,1.81,0,0.034,0.041,1,3e-05,0.024,0.27,0
16994.46,0.02,0.26,0,0.015,0.058,1,0.0,0.02,0.14,0
1758.31,0.049,0.11,0,0.08,0.0097,1,0.46,-0.01,0.016,1
12684.3,-0.0038,0.77,0,0.026,0.044,1,0.00022,0.046,-0.017,0
29009.78,0.035,-0.0064,1,0.018,0.21,1,0.17,0.0003,0.0033,1
47371.73,0.058,1.48,0,0.017,0.028,1,9.3e-06,0.036,1.0,0
54358.09,-0.013,0.58,0,0.0099,-0.13,1,7.6e-06,0.0015,0.23,0
4948.62,0.078,0.23,1,0.046,0.13,1,0.21,0.00032,-0.0029,1
